codigo_produto,codigo,descricao,completo,rua,andar,edificio,apartamento
10409717175,03.MP.N.50100,OBSOLETO - GRADE DO VENTILADOR FERRO 530MM N08 OBSOLETO,01-02-01-001,01,02,01,001
10409717291,03.MP.N.60704,*HELICE PLASTICO 3 PAS 410MM - EIXO 8MM - N08,01-03-01-002,01,03,01,002
10409717177,03.MP.I.50104,GRADE VENTILADOR N08 530MM PLASTICO N08,01-03-01-001,01,03,01,001
10409717289,03.MP.I.60703,"*HELICE ALUMINIO 4 PAS 24&quot; - EIXO 12,7 - ZF6-H100-P4-D12,7-SB",01-03-01-001,01,03,01,001
10409717289,03.MP.I.60703,"*HELICE ALUMINIO 4 PAS 24&quot; - EIXO 12,7 - ZF6-H100-P4-D12,7-SB",01-03-03-001,01,03,03,001
10409717285,03.MP.I.60701,"*HELICE ALUMINIO 4 PAS 19&quot; - EIXO 12,7 - ZF4.85-H1101-P4-D12,7-SB",01-05-03-001,01,05,03,001
10409717285,03.MP.I.60701,"*HELICE ALUMINIO 4 PAS 19&quot; - EIXO 12,7 - ZF4.85-H1101-P4-D12,7-SB",01-01-05-002,01,01,05,002
10485147821,03.MP.I.80058,*GRADE VENTILADOR PLASTICO 610MM N11.3.0 SOLAREAST - 32201001000201,01-02-05-001,01,02,05,001
10485147835,03.MP.I.80064,GRADE VENTILADOR N10.3.0 SOLAREAST FTi55 500MM 32201001000149,01-02-05-002,01,02,05,002
10437794560,03.MP.I.80042,HELICE 3 PAS FTi35 PLASTICO N09.3.0 SOLAREAST 429*119 13110002001369,01-03-05-002,01,03,05,002
10437794560,03.MP.I.80042,HELICE 3 PAS FTi35 PLASTICO N09.3.0 SOLAREAST 429*119 13110002001369,01-03-05-001,01,03,05,001
10409717626,03.MP.I.80040,*HELICE PLASTICO 3 PAS 455x151 - EIXO S/INFO - 13110002001368,01-01-07-001,01,01,07,001
10409717626,03.MP.I.80040,*HELICE PLASTICO 3 PAS 455x151 - EIXO S/INFO - 13110002001368,01-02-07-001,01,02,07,001
10429715334,03.MP.I.80041,*HELICE PLASTICO 3 PAS 560x139 - EIXO S/INFO - 13110002001370,01-02-07-002,01,02,07,002
10429715334,03.MP.I.80041,*HELICE PLASTICO 3 PAS 560x139 - EIXO S/INFO - 13110002001370,01-03-07-002,01,03,07,002
10722520960,03.MP.I.60706,*ENGENHARIA HELICE PLASTICO 3 PAS 580x190 - EIXO 12 - S/INFO,01-03-07-002,01,03,07,002
10722520960,03.MP.I.60706,*ENGENHARIA HELICE PLASTICO 3 PAS 580x190 - EIXO 12 - S/INFO,01-03-09-002,01,03,09,002
10520827683,BDC25A75PT,BANDEJA DE CONDENSACAO - FTi-25 35 45 55 75,03-02-03-002,03,02,03,002
10463976147,09.MC.N.10631,PLACA ESP. ACUSTICA 50X50X2 - C/ RETARD. CHAMAS,02-02-06-001,02,02,06,001
10717619427,07.MP.N.31401,EVA 30MM - J5165,01-02-11-002,01,02,11,002
10409713086,07.MP.N.31400,EVA 8MM - J5159,02-01-08-001,02,01,08,001
10544481322,03.MP.N.50011,CUBA PRETA ISOLAMENTO MOTOR VENTILADOR INVERTER NACIONAL,02-01-05-002,02,01,05,002
10511516577,07.MP.N.50401,FELTRO ADESIVADO DE 8 A 10 MM DE ESPESSURA COM ALUMINIO GROSSO (SEM BETUME),01-02-15-002,01,02,15,002
10409717420,05.MP.I.62013,VALVULA REVERSAO GAS QUENTE TAMANHO G 60000 BTU 4 WAY VALVE - DSF35-1 5/8 * 7/8,01-03-15-002,01,03,15,002
10409717426,04.MP.I.62016,BOBINA SOLENOIDE REVERSAO 4 VIAS 40CM LONGTHERM,01-04-24-PTL,01,04,24,PTL
10409717422,05.MP.I.62014,VALVULA REVERSAO GAS QUENTE TAMANHO P 36000 BTU 4WAY VALVE - DHF-9 3/8 * 1/2,01-03-15-001,01,03,15,001
10409717468,05.MP.I.70200,FILTRO SECADOR CONEXAO 1/2 DML164S - FILTER DRIER DML164S 1/2,01-01-15-001,01,01,15,001
10409717468,05.MP.I.70200,FILTRO SECADOR CONEXAO 1/2 DML164S - FILTER DRIER DML164S 1/2,01-01-15-002,01,01,15,002
10409717473,05.MP.I.70201,FILTRO SECADOR CONEXAO 1/2 - FILTER DRIER SDML304S 1/2,01-01-15-001,01,01,15,001
10409717475,05.MP.I.70202,FILTRO SECADOR CONEXAO 3/8 DML083S - FILTER DRIER SDML083S 3/8,01-02-15-002,01,02,15,002
10433344224,04.MP.I.80081,*BOBINA VALVULA REVERSAO 4 VIAS 150 CM SOLAREAST - 13080010000509,01-02-10-002,01,02,10,002
10409717323,05.MP.N.61102,"CURVA 90 COBRE 3/4 PAREDE MIN 1,0MM",01-02-19-M03,01,02,19,M03
10647160084,04.MP.I.52019,REATOR ELETRONICO 71000BTU SPB1-38150AA1 SMART POWER,01-03-16-001,01,03,16,001
10721615568,04.MP.I.51014,PLACA DISPLAY WIFI FTID V3 - 42WE,01-04-16-001,01,04,16,001
10437794419,04.MP.I.80380,PLACA ELETRONICA FTi45D MONO - 201-A19022G/14A/SVB140FCAMC/HET - 13080002000415,01-04-18-PTL,01,04,18,PTL
10409717406,07.MP.N.62006,TUBO TERMO RETRATIL 20 X 70 MM PRETO,01-02-21-001,01,02,21,001
10409711854,09.MC.N.10006,TARUGO PU 25MM - FURO 4MM - AFASTADOR,01-02-21-001,01,02,21,001
10409717481,05.MP.N.70302,JUNTA LOKRING 1/2,01-02-19-M02,01,02,19,M02
10409717477,05.MP.N.70300,INSERTO LOKRING 1/2,01-02-19-P03,01,02,19,P03
10409717881,07.MP.N.90517,SILICONE SIL TRADE SPRAY 300ML,01-03-21-001,01,03,21,001
10409717446,07.MP.N.70005,"ABRACADEIRA DE NYLON PRETA 4,8X280MM",01-03-21-P07,01,03,21,P07
10409717442,07.MP.N.70003,"ABRACADEIRA DE NYLON PRETA 2,5X100MM",01-03-21-P08,01,03,21,P08
10409717269,04.MP.N.60503,"CONECTOR SINDAL 2,5MM STECK",01-02-22-P03,01,02,22,P03
10409717970,07.MP.N.92001,COLA ADESIVO PVC KRONA 175G COM PINCEL APLICADO KRONA,01-03-21-001,01,03,21,001
10650508309,07.MP.I.70112,MANGUEIRA DE DRENAGEM PARA BOMBA DE CALOR,01-04-21-001,01,04,21,001
10650510474,07.MP.I.70113,BLOCO DE BORRACHA EM U ANTI VIBRACAO PARA BOMBA DE CALOR,01-04-21-001,01,04,21,001
10650506852,07.MP.I.70111,CONECTOR DE MANGUEIRA DE DRENAGEM 4.5X3CM - 13110002000272,01-03-18-001,01,03,18,001
10650512527,13.KT.I.70114,KIT DE ACESSORIOS DE INSTALACAO FTI,01-04-19-001,01,04,19,001
10485922130,07.MP.I.80102,"CAIXA DE PROTECAO DA PLACA FTI25,35 - SEM CÓDIGO CHINA",01-06-22-002,01,06,22,002
10485147882,03.MP.I.80070,TAMPA SUPERIOR N10.3.0 SOLAREAST FTi55 32201001000147,02-05-02-001,02,05,02,001
10485147840,03.MP.I.80065,PAINEL LATERAL DIREITO N10.3.0 SOLAREAST FTi55 32201001000145,02-05-02-002,02,05,02,002
10542356176,03.MP.I.80369,SUPORTE METAL MOTOR VENTILADOR N10.3.0 SOLAREAST FTi55 32200011000249,02-04-02-001,02,04,02,001
10542356174,03.MP.I.80085,SUPORTE METAL PAINEL LATERAL ESQUERDO N10.3.0 SOLAREAST FTi55 32200011000253,02-04-02-001,02,04,02,001
10485147763,03.MP.I.80046,DIVISORIA COMPRESSOR METAL SOLAREAST FTi55 32200009000110,02-04-04-001,02,04,04,001
10542356178,03.MP.I.80370,SUPORTE METAL TAMPA SUPERIOR N10.3.0 FTi55 SOLAREAST 32200018000388,02-04-04-001,02,04,04,001
10542356191,03.MP.I.80374,SUPORTE METAL PAINEL LATERAL DIREITO N10.3.0 FTi55 SOLAREAST 32200011000251,02-04-04-001,02,04,04,001
10542356186,03.MP.I.80372,CAIXA METAL QUADRO ELETRICO N10.3.0 FTi55 SOLAREAST 32200012000316,02-03-02-001,02,03,02,001
10542356182,03.MP.I.80371,TAMPA METAL CAIXA ELETRICA N10.3.0 SOLAREAST FTi55 32200012000317,02-03-02-001,02,03,02,001
10542356176,03.MP.I.80369,SUPORTE METAL MOTOR VENTILADOR N10.3.0 SOLAREAST FTi55 32200011000249,02-03-02-002,02,03,02,002
10485147699,03.MP.I.80032,PAINEL LATERAL ESQUERDO N10.3.0 SOLAREAST FTi55 32201001000146,02-01-04-001,02,05,04,001
10485147699,03.MP.I.80032,PAINEL LATERAL ESQUERDO N10.3.0 SOLAREAST FTi55 32201001000146,02-01-04-002,02,05,04,002
10542356191,03.MP.I.80374,SUPORTE METAL PAINEL LATERAL DIREITO N10.3.0 FTi55 SOLAREAST 32200011000251,02-04-06-001,02,04,06,001
10542356174,03.MP.I.80085,SUPORTE METAL PAINEL LATERAL ESQUERDO N10.3.0 SOLAREAST FTi55 32200011000253,02-04-06-001,02,04,06,001
10542356178,03.MP.I.80370,SUPORTE METAL TAMPA SUPERIOR N10.3.0 FTi55 SOLAREAST 32200018000388,02-04-06-001,02,04,06,001
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-04-08-002,02,04,08,002
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-04-08-002,02,04,08,002
10485147882,03.MP.I.80070,TAMPA SUPERIOR N10.3.0 SOLAREAST FTi55 32201001000147,02-03-04-001,02,03,04,001
10485147840,03.MP.I.80065,PAINEL LATERAL DIREITO N10.3.0 SOLAREAST FTi55 32201001000145,02-03-04-001,02,03,04,001
10485147719,03.MP.I.80034,TAMPA PAINEL LATERAL DIREITO SOLAREAST N09 N10 N11 32201001000179,02-03-04-001,02,03,04,001
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-05-06-001,02,05,06,001
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-05-06-002,02,05,06,002
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-04-10-001,02,04,10,001
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-04-12-002,02,04,12,002
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-04-10-002,02,04,10,002
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-04-12-002,02,04,12,002
10485147893,03.MP.I.80072,PAINEL FRONTAL VENTILADOR N10.3.0 SOLAREAST FTi55 32201001000494,02-05-08-001,02,05,08,001
10542356186,03.MP.I.80372,CAIXA METAL QUADRO ELETRICO N10.3.0 FTi55 SOLAREAST 32200012000316,02-05-08-002,02,05,08,002
10542356182,03.MP.I.80371,TAMPA METAL CAIXA ELETRICA N10.3.0 SOLAREAST FTi55 32200012000317,02-05-08-002,02,05,08,002
10485147863,03.MP.I.80068,PAINEL LATERAL DIREITO N09.3.0 SOLAREAST FTi35 32201001000158,02-01-14-001,02,01,14,001
10485147868,03.MP.I.80069,TAMPA SUPERIOR N09.3.0 SOLAREAST FTi35 32201001000160,02-01-14-001,02,01,14,001
10485147711,03.MP.I.80033,PAINEL LATERAL ESQUERDO N09.3.0 SOLAREAST FTi35 32201001000159,02-01-14-001,02,01,14,001
10468408371,03.MP.I.80104,GRADE VENTILADOR N09.3.0 SOLAREAST FTi35 460MM 32201001000162,02-01-14-001,02,01,14,001
10718686053,03.MP.N.61413,FIXADOR SUPORTE METAL MOTOR VENTILADOR FT50 N08 GALVANIZADO E PINTADO 33192,02-01-18-001,02,01,18,001
10718684028,03.MP.N.61412,SUPORTE METAL FIXACAO CONDENSADORA FT50 N08 GALVANIZADO PINTADO 33192,02-01-18-001,02,01,18,001
10409717357,03.MP.N.61400,SUPORTE METAL PASSAGEM CABOS FT50 N08 GALVANIZADO PINTADO 33192,02-01-18-001,02,01,18,001
10409717359,03.MP.N.61401,SUPORTE METAL MOTOR VENTILADOR FT50 N08 GALVANIZADO E PINTADO 33192/1,02-01-18-001,02,01,18,001
10424944421,03.MP.N.50318,PAINEL FRONTAL VENTILADOR N08.3.1 FTi55 BR NACIONAL ABS PRETO FOSCO,02-01-16-002,02,01,16,002
10714269130,03.MP.N.61410,OBSOLETO - BASE METAL FIXACAO COMPRESSOR INVERTER FTi-35BR N08 ZINCADO PINTADO 37113,02-01-18-001,02,01,18,001
10714191988,03.MP.N.61407,FIXADOR SUPORTE METAL MOTOR VENTILADOR INVERTER N08 ZINCADO E PINTADO 37113-1/2,02-01-18-001,02,01,18,001
10714204312,03.MP.N.61409,SUPORTE METAL PASSAGEM DE CABOS INVERTER N08 ZINCADO PINTADO 37113-1/3,02-01-18-001,02,01,18,001
10714303869,03.MP.N.61411,SUPORTE METAL FIXACAO DA CONDENSADORA N08 ZINCADO PINTADO 37113-1/4,02-01-18-001,02,01,18,001
10412633083,03.MP.N.61402,SUPORTE METAL MOTOR VENTILADOR INVERTER N08 ZINCADO E PINTADO 37113-1 1,02-02-16-001,02,02,16,001
10714251050,03.MP.N.61408,OBSOLETO -  DIVISORIA COMPRESSOR METAL INVERTER N08 ZINCADO PINTADO 37113-2,02-02-16-001,02,02,16,001
10424938615,03.MP.N.50209,PAINEL LATERAL DIREITO N08.3.1 FTi55 BR NACIONAL ABS PRETO FOSCO,02-02-16-002,02,02,16,002
10534375017,03.MP.N.61405,CAIXA METAL QUADRO ELETRICA FTi55 BR INVERTER,02-02-18-002,02,02,18,002
10409717205,03.MP.N.50308,TAMPA SUPERIOR N08.3.1 N08.3.0 FT50/FTi55 ABS PRETO FOSCO,02-02-18-001,02,02,18,001
10490364401,03.MP.N.50009,BASE DE ABS N10.3.0 ROTOBRASIL FTi55 POLIETILENO PRETO,02-05-10-001,02,05,10,001
10490364401,03.MP.N.50009,BASE DE ABS N10.3.0 ROTOBRASIL FTi55 POLIETILENO PRETO,02-05-10-002,02,05,10,002
10502558824,03.MP.N.50211,PAINEL FRONTAL N03.3.2 FTi145 ABS PRETO FOSCO,02-01-20-001,02,01,20,001
10502560830,03.MP.N.50212,PAINEL FRONTAL N03.3.3 FTi115 ABS PRETO FOSCO,02-02-20-001,02,02,20,001
10701346045,03.MP.N.50201,PAINEL FRONTAL N03.3.4 FTi185 ABS PRETO FOSCO,02-02-20-002,02,02,20,002
10467716545,03.MP.N.50206,OBSOLETO PAINEL FRONTAL N03.0.2 FTi145DBR ABS BRANCO,02-03-20-002,02,03,20,002
10467715989,03.MP.N.50316,OBSOLETO TAMPA SUPERIOR VENTILADOR N03.0.1 FTi BR 115 145 ABS BRANCO,02-03-20-002,02,03,20,002
10502532510,03.MP.N.50319,TAMPA SUPERIOR VENTILADOR N03.3.0 FTi BR 115 145 ABS PRETO FOSCO,02-02-22-002,02,02,22,002
10502564067,03.MP.N.50003,BASE N03.3.0 ABS PRETO FOSCO - FTi145 FT160,02-01-22-001,02,01,22,001
10502532510,03.MP.N.50319,TAMPA SUPERIOR VENTILADOR N03.3.0 FTi BR 115 145 ABS PRETO FOSCO,02-02-22-001,02,02,22,001
10502564067,03.MP.N.50003,BASE N03.3.0 ABS PRETO FOSCO - FTi145 FT160,02-01-22-002,02,01,22,002
10409717203,03.MP.N.50307,TAMPA SUPERIOR N07.3.0 FT20 ABS PRETO FOSCO,02-01-22-002,02,01,22,002
10409717171,03.MP.N.50005,BASE N07.3.0 FT20 ABS PRETO FOSCO,02-01-22-002,02,01,22,002
10409717165,03.MP.N.50000,BASE N01.0.0 FT40 ABS BRANCO,02-01-17-001,02,01,17,001
10409717210,03.MP.N.50312,TAMPA SUPERIOR VENTILADOR N01.0.0 FT40 ABS BRANCO,02-03-14-002,02,03,14,002
10409717217,03.MP.N.50315,PAINEL FRONTAL VENTILADOR N07.3.1 FT20 ABS PRETO FOSCO,02-02-22-002,02,02,22,002
10409717185,03.MP.N.50202,PAINEL FRONTAL N01.0.0 FT40 ABS BRANCO,02-01-17-001,02,01,17,001
10409717208,03.MP.N.50310,PAINEL LATERAL ESQUERDO N07.3.0 FT20 ABS PRETO FOSCO,02-02-22-001,02,02,22,001
10409717193,03.MP.N.50207,PAINEL LATERAL DIREITO N07.3.0 FT20 ABS PRETO FOSCO,02-02-22-001,02,02,22,001
10641746367,03.MP.N.50210,PAINEL LATERAL DIREITO N08.3.0 FT50 ABS PRETO FOSCO,02-03-15-002,02,03,15,002
10409717167,03.MP.N.50001,OBSOLETO - BASE N02.0.0 FT80 ABS BRANCO,02-03-14-001,02,03,14,001
10409717183,03.MP.N.50200,OBSOLETO - PAINEL FRONTAL N03.0.0 FT160 ABS BRANCO,02-03-15-002,02,03,15,002
10409717189,03.MP.N.50204,OBSOLETO - PAINEL FRONTAL N02.0.0 FT80 ABS BRANCO,02-03-14-001,02,03,14,001
10706233906,03.MP.N.50004,*BASE N02.3.0 FT80 ABS PRETO FOSCO,02-01-20-002,02,01,20,002
10706234448,03.MP.N.50321,TAMPA SUPERIOR VENTILADOR N02.3.0 FT80 ABS PRETO FOSCO,02-01-20-001,02,01,20,001
10706234305,03.MP.N.50214,PAINEL FRONTAL N02.3.1 100 FT100 ABS PRETO FOSCO,02-01-15-001,02,01,15,001
10409717191,03.MP.N.50205,OBSOLETO - PAINEL FRONTAL N03.0.1 240 FT240 ABS BRANCO,02-01-17-002,02,01,17,002
10409717214,03.MP.N.50314,OBSOLETO - TAMPA SUPERIOR VENTILADOR N03.0.0 FT160 ABS BRANCO,02-02-15-001,02,02,15,001
10409717169,03.MP.N.50002,OBSOLETO - BASE N03.0.0 FT160 ABS BRANCO,02-04-15-002,02,04,15,002
10409717214,03.MP.N.50314,OBSOLETO - TAMPA SUPERIOR VENTILADOR N03.0.0 FT160 ABS BRANCO,02-02-15-002,02,02,15,002
10634437735,04.MP.I.71037,ENGENHARIA - COMPRESSOR SCROLL R410A/R32 130168BTUS/11890W TRI 380 SONYO 9CG118WA01,03-01-08-002,03,01,08,002
10634429751,04.MP.I.71036,ENGENHARIA - COMPRESSOR SCROLL R410A/R32 130168BTUS/11800W TRI 220V SONYO 9CG118QA01,03-01-10-001,03,01,10,001
10547897426,04.MP.I.71035,*COMPRESSOR DC INVERTER R32 71740BTU 58-400V MITSUBISHI LVB65FAEMC FTi 185L,03-01-14-001,03,01,14,001
10547897411,04.MP.I.71034,*COMPRESSOR DC INVERTER R32 59000BTU 41-415V MITSUBISHI MYB53FLVMC S/INF,03-01-12-002,03,01,12,002
10634370103,04.MP.I.80119,*COMPRESSOR DC INVERTER R32 66495BTU 150V CRSS C-8RZ580H3AAF S/INF,03-01-10-002,03,01,10,002
10431268146,04.MP.I.80112,#COMPRESSOR DC INVERTER R32 38795BTU 52-410V MITSUBISHI MVB33FKQMC-L FTi105D/FTi105L,03-01-17-001,03,01,17,001
10431266959,05.MP.I.80090,OBSOLETO - CONDENSADORA FTI105 SOLAREAST 30KW PVC/12.7/140- 13170005000027,02-05-07-002,02,05,07,002
10431268136,04.MP.I.80111,COMPRESSOR FTi75 DC INVERTER R32 24000BTU/7100W Mitsubishi/SVB220FLGMC-L - 13160001000123,03-02-18-001,03,02,18,001
10409717624,04.MP.I.80110,COMPRESSOR FTi55 DC INVERTER R32 18530BTU/5450W Mitsubishi/SVB172FNPMC - 13160001000122,03-02-18-002,03,02,18,002
10409717624,04.MP.I.80110,COMPRESSOR FTi55 DC INVERTER R32 18530BTU/5450W Mitsubishi/SVB172FNPMC - 13160001000122,03-01-18-002,03,01,18,002
10431266997,05.MP.I.80091,"OBSOLETO - CONDENSADORA FTI55,75 SOLAREAST 21KW PVC/12.7/140 - 13170005000023",02-05-13-001,02,05,13,001
10433382809,04.MP.I.80114,#COMPRESSOR DC INVERTER R32 15470BTU 48-190V MITSUBISHI SVB140FCAMC FTi45,03-02-20-001,03,02,20,001
10437794398,04.MP.I.80115,COMPRESSOR 25D DC INVERTER R32 11220BTU/3300W MONO Mitsubishi/KVB102FEUMC/ - 13160001000132,03-02-20-001,03,02,20,001
10437794665,05.MP.I.80094,OBSOLETO - CONDENSADORA FTI45 SOLAREAST 13KW PVC/12.7 /140- 13170005000040,02-05-11-001,02,05,11,001
10520877939,04.MP.I.80118,COMPRESSOR FTi35D DC INVERTER R32 Mitsubishi /SVB120FCWMC/POSTERIOR JUNHO - 13160001000214,03-02-20-002,03,02,20,002
10520877939,04.MP.I.80118,#COMPRESSOR DC INVERTER R32 12914BTU 48-200V MITSUBISHI SVB120FCWMC FTi35D,03-01-20-002,03,01,20,002
10524922559,04.MP.N.71032,COMPRESSOR ROTATIVO MONO 220V 12000BTU R410A - PA118M1C-3FZU,03-03-20-001,03,03,20,001
10519632853,04.MP.N.71031,#COMPRESSOR ROTATIVO R410A 18000BTU MONO 220V GMCC PA170M2A-3 FT25,03-02-20-001,03,02,20,001
10409717545,04.MP.I.71019,COMPRESSOR FT40 ROTATIVO MONO 220V 30000BTU R410A COD: ASH280DG-C8DU,03-01-20-001,03,01,20,001
10437794656,05.MP.I.80093,OBSOLETO - CONDENSADORA FTI25 SOLAREAST 7KW PVC/12.7/140- 13170005000038,02-05-09-002,02,05,09,002
10437794648,05.MP.I.80092,OBSOLETO - CONDENSADORA FTI35 SOLAREAST 10KW PVC/12.7/140- 13170005000026,02-05-09-001,02,05,09,001
10409713062,08.EM.N.31005,CAIXA PAPELAO FT80 N02 700X700X680 COD 14145-1,04-01-10-001,04,01,10,001
10409713052,08.EM.N.31000,CAIXA PAPELAO FT100 N02.X.1 700X700X780 COD 14152-1,04-03-02-002,04,03,02,002
10409713074,08.EM.N.31200,"PLASTICO BOLHA 1,20X100 G21",04-01-08-001,04,01,08,001
10409713076,08.EM.N.31201,PLASTICO BOLHA 40X100 G21,04-01-08-001,04,01,08,001
10409713078,08.EM.N.31202,PLASTICO BOLHA 80X100 G21,04-01-08-001,04,01,08,001
10547923831,07.MP.N.50402,TELA PROTECAO MALHA 11MM PRETA 100CM X 5000CM MALHA,02-01-06-001,02,01,06,001
10409717221,07.MP.N.50400,TELA PROTECAO MALHA 11MM PRETA 120CM X 5000CM MALHA,02-01-06-001,02,01,06,001
10409717402,07.MP.N.62004,"TUBO ISOLANTE ELASTOMERICO CLASS1 ARMAFLEX 1/2 12,7MM PAREDE 9MM",02-01-02-001,02,01,02,001
10409717400,07.MP.N.62003,TUBO ISOLANTE ELASTOMERICO CLASS1 ARMAFLEX (1.7/8-48MM) PAREDE 9MM,02-01-02-001,02,01,02,001
10409717398,07.MP.N.62002,TUBO ISOLANTE (3/4-19MM) PAREDE 9MM ELASTOMERICO,02-01-02-001,02,01,02,001
10409717555,04.MP.N.71024,(OBSOLETO) COMPRESSOR FT70B/D SCROLL MONO 220V 36000BTU R410A COD: ZP36K5E-PFV-600,03-01-08-001,03,01,08,001
10738453000,05.MP.I.62028,"ENGENHARIA - TUBO TITANIO 5/8 POL GR1 15,88*0,8 mm",03-03-11-001,03,03,11,001
10409717519,04.MP.N.71006,#COMPRESSOR SCROLL R410A 31000BTU MONO 220V COPELAND ZP31KSEPFV FH40,03-02-16-002,03,02,16,002
10409717519,04.MP.N.71006,#COMPRESSOR SCROLL R410A 31000BTU MONO 220V COPELAND ZP31KSEPFV FH40,03-02-16-001,03,02,16,001
10409717539,04.MP.I.71016,COMPRESSOR FT20B ROTATIVO MONO 220V 15000BTU R410A COD: PA150G1C-3FTU1,03-03-18-001,03,03,18,001
10409713054,08.EM.N.31001,CAIXA PAPELAO FT160 N03 930X930X900 COD 16420-1,04-01-02-001,04,01,02,001
10409713054,08.EM.N.31001,CAIXA PAPELAO FT160 N03 930X930X900 COD 16420-1,04-02-02-001,04,02,02,001
10409713060,08.EM.N.31004,CAIXA PAPELAO FT50 N08 940X520X800 COD. 20280-1,04-01-06-001,04,01,06,001
10409713066,08.EM.N.31007,FUNDO PAPELAO FT40 607X607X150 COD 10414-1,04-02-02-001,04,02,02,001
10409713056,08.EM.N.31002,CAIXA PAPELAO FT20 N07 690X450X520 COD 13870-1,04-03-04-001,04,03,04,001
10409713064,08.EM.N.31006,FUNDO PAPELAO FT20 700X460X150 COD 13874-1,04-03-04-002,04,03,04,002
10488313754,02.MP.I.40008,UNIAO 40MM PVC PVC PRETO,03-03-02-001,03,03,02,001
10488312844,02.MP.I.40006,BUCHA REDUCAO 40X25  PVC PRETO,04-02-06-002,04,02,06,002
10488314021,02.MP.I.40009,UNIAO 50MM PVC PRETO,04-03-06-001,04,03,06,001
10409717459,02.MP.N.70105,"UNIAO 50MM MARROM SOLDAVEL PVC KRONA 7,5Kgf/cm2 - FT",02-01-04-G01,02,01,04,G01
10488315210,02.MP.I.40011,TUBO PN16 50MM 40MM BARRA 4M PVC PRETO,04-01-08-001,04,01,08,001
10488314858,02.MP.I.40010,TUBO PN16 40MM  BARRA 4M PVC PRETO,01-01-25-001,01,01,25,001
10488307456,02.MP.I.40001,CURVA 90 40MM PVC PRETO,04-02-08-001,04,02,08,001
10488313629,02.MP.I.40007,BUCHA REDUCAO 50X25  PVC PRETO,04-03-08-001,04,03,08,001
10488308486,02.MP.I.40002,CURVA 90 50MM PVC PRETO,04-03-08-002,04,03,08,002
10431267240,02.MP.I.80023,UNIAO 50MM BRANCA FTI IMPORTADA 50*97-1.5&amp;amp;quot;Male /PVC/White/Metric - 13070005003259,01-01-15-001,01,01,15,001
10431267240,02.MP.I.80023,UNIAO 50MM BRANCA FTI IMPORTADA 50*97-1.5&amp;amp;quot;Male /PVC/White/Metric - 13070005003259,02-02-06-002,02,02,06,002
10409717309,07.MP.I.60902,PRENSA CABO NYLON 3/4 GG / PG-24,04-01-08-001,04,01,08,001
10409717305,07.MP.I.60900,PRENSA CABO NYLON PG-N09 P,04-01-08-002,04,01,08,002
10488312380,02.MP.I.40005,ADPTADOR 25X3/4 PVC PRETO,04-03-10-001,04,03,10,001
10409717412,05.MP.I.62009,TUBO TITANIO 1/2 - Gr1 ASTM B338 Titanium Welded Tube - ¦12.7*0. 8*Coil,04-01-12-002,04,01,12,002
10409717771,04.MP.N.90343,CHICOTE MACHO SENSOR DE FLUXO E TEMPERATURA / UNIVERSAL 007,01-02-20-M01,01,02,20,M01
10409717767,04.MP.N.90341,CHICOTE MACHO PLACA PRESSOSTATOS FT60 A 180 029,01-02-20-M02,01,02,20,M02
10601587649,03.MP.N.61404,CAIXA METAL ELETRICA FTi145 BR - INVERTER NACIONAL - KIT,02-01-14-002,02,01,14,002
10523242171,04.MP.I.80215,PLACA ELETRONICA 35D MONO - SVB120FCWMC-A19017B-9A-HET/POSTERIOR JUNHO - 13080014000003,01-05-21-001,01,05,21,001
10431263147,05.MP.I.80045,"VALVULA REVERSAO 60.000 BTU FTI105,125 DSF-20-2230/ - 13070002001183",01-05-17-001,01,05,17,001
10656443234,05.MP.I.80088,"*CORPO VALVULA EXPANSAO FTI45,55 DPF1.65C/B014 - 13170002000070",01-03-24-P05,01,03,24,P05
10409717557,04.MP.N.71025,(OBSOLETO) COMPRESSOR FT70F/H SCROLL TRI 220V 36000BTUS R410A COD: ZP34K5E-TF5-622,03-01-06-002,03,01,06,002
10409717559,04.MP.N.71026,(OBSOLETO )COMPRESSOR FT70J/L SCROLL TRI 380V 36000BTUS R410A COD: CSBP120H39A / ZP34K5E-TFD-622,03-01-06-002,03,01,06,002
10409717559,04.MP.N.71026,OBSOLETO -COMPRESSOR FT70J/L SCROLL TRI 380V 36000BTUS R410A COD: CSBP120H39A / ZP34K5E-TFD-622,03-01-06-001,03,01,06,001
